author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,,helpful_votes,total_review,visibility_status,ranking
Sheila,/gp/profile/amzn1.account.AGPGGJQSD62JPW44UXHO3FEDUSKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 20, 2020",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,My son loved them,My son was happy,Verified Purchase,6 people found this helpful,,6,8,Public,83286039
Linda Jones Diamond,/gp/profile/amzn1.account.AFBZGCETI7M4ZII4YMVYDUDC5ZOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 30, 2018",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,4.0 out of 5 stars,Grandkids love this!! It's a life saver,PJ Mask,Verified Purchase,23 people found this helpful,,182,609,Public,244231
franni scaglione,/gp/profile/amzn1.account.AG253LY4QSQFL3GNAOR46MNSAY3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 27, 2020",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,My son loves this game.,Easy to play,Verified Purchase,18 people found this helpful,,82,53,Public,3209984
Ashley Puryear,/gp/profile/amzn1.account.AFVV5NT6UH7PHYRCQWMUZK7MLXFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 22, 2021",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,Great for kids,Great for kids,Verified Purchase,10 people found this helpful,,183,148,Public,83704637
Amazon Customer,/gp/profile/amzn1.account.AGM4ISFPP5NF33L336ONIYUPLEFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 10, 2018",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,4.0 out of 5 stars,"It's great for the price but beware the elevator is difficult to slide up and down and the ramp is awesome but the way it's designed you can easily break it (my son tripped and fell on the ramp). Other than that, my kids (3.5 and 5 years old) love it!!!",It's great for the price but beware the elevator is difficult ...,Verified Purchase,18 people found this helpful,,18,2,Public,46023260
Willie Alcantara Peralta,/gp/profile/amzn1.account.AF44YSUPRXULFS62PWU5RK4EPG6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 13, 2019",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,5.0 out of 5 stars,Good,Good,Verified Purchase,5 people found this helpful,,823,312,Public,83830149
Maryann DeGraw,/gp/profile/amzn1.account.AFJL35NWHKDOE25RQYL675VZ7GZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 29, 2017",1,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,5.0 out of 5 stars,Kids love it,Thanks,Verified Purchase,38 people found this helpful,,84,5,Public,41042606
Amazon Customer,/gp/profile/amzn1.account.AE5C763EEEEXU2U2SPK6I7DBANOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 2, 2019",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,5.0 out of 5 stars,Gkids love it,No idea why,Verified Purchase,4 people found this helpful,,7,38,Public,83103767
J,/gp/profile/amzn1.account.AFYYEALBZC4ZBLMANKYQKEUEHRGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 28, 2018",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,3.0 out of 5 stars,Temporary entertainment for my six year old.,Entertaining for 6 year old.,Verified Purchase,25 people found this helpful,,68,77,Public,83217279
Teresa,/gp/profile/amzn1.account.AHOTZ3EHZN4PREAASXROZCSPCM3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 9, 2018",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,5.0 out of 5 stars,Got this for the kid and he loves it.,Kids love it,Verified Purchase,18 people found this helpful,,18,13,Public,83389701
Craig,/gp/profile/amzn1.account.AGXNF7VWF4WQCEONLYDQFSH5N5EA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 24, 2019",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,5.0 out of 5 stars,My 3 year old grandson played in on the plane on our last trip together!,Happy Grandson on a plane,Verified Purchase,9 people found this helpful,,10,32,Public,83115944
BuckNut25,/gp/profile/amzn1.account.AG62CLOG7Y7MK3FTOI66LYOP5NRQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 29, 2017",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,4.0 out of 5 stars,My toddler loves PJ masks and we let him play this game some times. It it easy enough for him to control and he loves switching between characters.,It it easy enough for him to control and he loves switching ...,Verified Purchase,14 people found this helpful,,34,22,Public,82825249
Lionel,/gp/profile/amzn1.account.AENJD3KFCBO7JNM2PUFRXVUN5F3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 17, 2018",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,5.0 out of 5 stars,great,great,Verified Purchase,5 people found this helpful,,8,10,Public,82725315
issa,/gp/profile/amzn1.account.AHLUDY7OHGP755UN3LWHS6ZZSATQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 7, 2018",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,5.0 out of 5 stars,Great,Great,Verified Purchase,10 people found this helpful,,27,25,Public,82991506
Cheryl johnson,/gp/profile/amzn1.account.AHIPLBAU76SG5I2BQHTKCXBSUWQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 1, 2021",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,4.0 out of 5 stars,My grandkids love this game great price for fun,Colorful game easy to play,Verified Purchase,17 people found this helpful,,20,14,Public,82819994
Deni Simmons,/gp/profile/amzn1.account.AHQQAMWVEFKGI2GJ5WO2VOXZGCXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 6, 2020",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,5.0 out of 5 stars,Very good game,Good,Verified Purchase,12 people found this helpful,,12,2,Public,82704873
Donell,/gp/profile/amzn1.account.AF6ONNYLPW4I6NH4KRJWWNIYA4LA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 11, 2018",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,2.0 out of 5 stars,"My toddler loves PJ Masks but this game often freezes and has to restart, there's also not much to do in the game.",Not so great of a game,Verified Purchase,11 people found this helpful,,40,32,Public,83386702
Touryn Smith,/gp/profile/amzn1.account.AGSPDYP56V5SRDPQAJMVKDJTBPJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 1, 2019",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,1.0 out of 5 stars,Never could get it to load on fire 7 7th gen,Unsure if it's my tablet or the game,Verified Purchase,22 people found this helpful,,175,90,Public,975867
Glitter Sports Gear,/gp/profile/amzn1.account.AH2AQPABF66J2E2BTWNTZFDODLRQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 23, 2019",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,5.0 out of 5 stars,Really cute game for younger kids.,Perfect game for little ones,Verified Purchase,17 people found this helpful,,64,41,Public,1888235
eMan,/gp/profile/amzn1.account.AF7MFNCFB3HFWQANBFPNEHDAYUIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 1, 2017",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,1.0 out of 5 stars,I cannot rate this game because it never downloaded. 😔,A sad 3yr old,Verified Purchase,6 people found this helpful,,6,16,Public,83501532
Ty,/gp/profile/amzn1.account.AFEFSX2WCTZ6WV636VCNFN3FSKGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 22, 2019",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,5.0 out of 5 stars,Fun game for kids,Fun,Verified Purchase,14 people found this helpful,,923,408,Public,83541021
Andrea mansilla,/gp/profile/amzn1.account.AE3L3O7RZF2HQOY3BUDAGSWHOGCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 6, 2020",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,1.0 out of 5 stars,Not good,Bad,Verified Purchase,4 people found this helpful,,4,2,Public,82853523
Jose mejia,/gp/profile/amzn1.account.AEMCX7BNEVTMNDZFA73MKDQJ5DUQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 6, 2020",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,5.0 out of 5 stars,My nephew love’s it fun to play,Fun to play,Verified Purchase,12 people found this helpful,,33,45,Public,82900347
maurice,/gp/profile/amzn1.account.AHKVU7JGQ3LP6NCUZ3AULO7VNWXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 3, 2020",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,5.0 out of 5 stars,Entretenido,Entretenido juego,Verified Purchase,15 people found this helpful,,1528,311,Public,83854022
brenda,/gp/profile/amzn1.account.AGR6ZFBDENZDDSB6NYQTWHZNOXSQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 24, 2018",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,5.0 out of 5 stars,The grandkids love playing this game. Thanks for a free game that is fun to play.,love it,Verified Purchase,8 people found this helpful,,331,98,Public,82977609
Amazon Customer,/gp/profile/amzn1.account.AGVG2D3GOVQVU2YYHBHIW652CQQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 6, 2017",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews,5.0 out of 5 stars,the girls love this too,Five Stars,Verified Purchase,16 people found this helpful,,214,53,Public,83348588
Melanie Rodriguez,/gp/profile/amzn1.account.AFZH5L2HY7ZJVH5N7FYYDZ45PDHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 24, 2017",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews,5.0 out of 5 stars,PJ Masks: Moonlight Heroes          cool,cool,Verified Purchase,22 people found this helpful,,83,20,Public,5835280
Amazon Customer,/gp/profile/amzn1.account.AGFL5XH52LRAEFK2JBLTGVCYV7EQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 13, 2020",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews,3.0 out of 5 stars,Easy to find,Yourpassword,Verified Purchase,4 people found this helpful,,5,9,Public,83304100
Patrick Ratchford,/gp/profile/amzn1.account.AEKPTSMLO5DTMUDMMENXQLPNBH5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 11, 2016",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews,4.0 out of 5 stars,Like,Four Stars,Verified Purchase,13 people found this helpful,,13,3,Public,82630511
B C,/gp/profile/amzn1.account.AHNNBAF5PQCFGYFIIMNNJJLWIHZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 22, 2020",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews,5.0 out of 5 stars,My 4 yrs old grandson loves this game.,Fun for 4 yrs old toddler,Verified Purchase,21 people found this helpful,,51,20,Public,83080728
Momma C,/gp/profile/amzn1.account.AF62THSITXVIWAA4FJROAIDZRN5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 8, 2016",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews,5.0 out of 5 stars,Great app,Five Stars,Verified Purchase,21 people found this helpful,,37,28,Public,82965198
Joe Carny,/gp/profile/amzn1.account.AFRSBDB3E7H3ND355XYYKQKD5OOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 18, 2017",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews,5.0 out of 5 stars,My son love it,Five Stars,Verified Purchase,19 people found this helpful,,20,12,Public,82657942
J. Crumley,/gp/profile/amzn1.account.AHGEDCMYT75YYZ2AB5KZB4NKAXTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 1, 2020",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews,5.0 out of 5 stars,My 5 year old and 7 year old really like this game. Easy and decent graphics.,Kids like it!,Verified Purchase,7 people found this helpful,,340,109,Public,42191
Kathleen S.,/gp/profile/amzn1.account.AEPX2B3TI5EQD2NKA62EWXPTP2NQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 2, 2020",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews,5.0 out of 5 stars,My great grandson is four and loves catboy and this game...,Fun,Verified Purchase,7 people found this helpful,,7,8,Public,83077966
juan carlos,/gp/profile/amzn1.account.AHI565RPDPPSGIBB2EEJR7NOYUKQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 15, 2019",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews,3.0 out of 5 stars,My son enjoys the game,Colors,Verified Purchase,27 people found this helpful,,35,8,Public,83066251
Lori Meador,/gp/profile/amzn1.account.AFWD3HK7TDNGHNYBHUO7YCUA7KKQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 7, 2018",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews,1.0 out of 5 stars,it was ok,One Star,Verified Purchase,8 people found this helpful,,555,68,Public,83663292
Jacqueline L.,/gp/profile/amzn1.account.AFARGVSFLBTSIZ6L3BMRKDFYFKDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 16, 2019",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews,5.0 out of 5 stars,Two of my grandkids love these little Heroes. They watch them Saturday on TV,Young kids love them,Verified Purchase,8 people found this helpful,,51,24,Public,83482982
Alexis,/gp/profile/amzn1.account.AEWWZYRYIK4LBUSZNEWIJUFEA4NQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 19, 2017",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews,5.0 out of 5 stars,My son loves this game!,Five Stars,Verified Purchase,34 people found this helpful,,106,102,Public,3843496
MyPenName,/gp/profile/amzn1.account.AHBA5EPLC64ZVYFEZJ7GIIXBICFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 16, 2016",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews,5.0 out of 5 stars,"Cute little game. Very easy for young ones to figure out and master. Very simple ""controls."" You just tap or release (do nothing) to get each character to do what they need to. Theres only a few levels for each character and the goal is to catch as many orbs as possible. More orbs, more points. There really aren't many obstacles, so this adds to the simplicity and ease of the game and makes it good for toddlers.Owlette flies her way through her levels to collect the orbs. I'd say of all 3, she is the hardest character to control or maneuver... not that she's even hard, but just in comparison to the other two, and it's only because you tap, but not hold, to make her fly. Tap more rapidly to make her go higher and then do nothing to let her down a little and so on. There are buildings, so you have to get up over them and then down. Orbs can be up or down as well. She takes a little more time to master, as she requires several taps whereas the other two only need a single tap for them to do what they need to, to navigate and collect orbs.Catboy runs through his levels and must jump over things, jump over gaps between buildings, jump over what looks to me like exhaust units on top of the buildings, and jump for orbs, of course. When you get the logo orb you have super speed for a while and this is with all 3 characters.Gecko jumps and sticks to the walls. Tap to jump up and stick upside down and crawl and then when you have an obstacle you simply tap once again to jump down and stick to the ground and crawl. So, essentially you just need to tap once when you have an obstacle and he will go up or down and that's that. The orbs are in between and so sometimes you tap once just to drop and collect, or go up and collect. Easy.The only obstacles for all the characters are the buildings themselves which you jump or fly over, the exhaust units (or whatever they are?) And then there are like fireball type things that come at you every now and then and they just push you back a little or slow you down.. they don't make you lose a life/turn.You pass each level no matter what and advance to the next. Your goal is simply your best score.The graphics are great and it's a great quality app. It is an official app and not something a random person created, so it is as good as it can get as far as graphics and audio.It's a really cute game. If you have a PJ MASKS fan, you need this game. The 3 yr old here loves it. He plays it and doesnt get frustrated with it. It's easy for the toddlers but fun for the older ones too. I played through each level of each character, as well. I suppose I am a Masks fan myself. Cute little trio, they are, but I must admit that, that little Romeo cracks me up with his giggly snide-ness and silly names for his inventions... tracker whacker, sniffer whiffer... just cracks me up, along with his voice in general. Doesn't take much to amuse me, I guess. He is not in the game though, and neither is Luna.Now, we need the toys to be released!! Creating a high demand for the holiday season, it seems.","Cute game, easy for toddlers",Verified Purchase,27 people found this helpful,,12715,8487,Public,357
Novella911,/gp/profile/amzn1.account.AE42CWAXJJTJBZPTWCI7MSVSIWHQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 12, 2017",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews,5.0 out of 5 stars,Granddaughter loves this!,Five Stars,Verified Purchase,43 people found this helpful,,286,323,Public,3498310
Jesse Vollmer,/gp/profile/amzn1.account.AGBKJWDRAV5VFYO37WK7PXPGWWHQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 16, 2017",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews,5.0 out of 5 stars,"My 4 year old son is a huge fan of PJ Masks and it was difficult to find a free app with the PJ Masks theme. This one is great for the low price of free! It is a side scrolling platform type of game where you have to collect coins and power ups to score higher for each level. I would like more levels, or perhaps more playable characters (such as the bad guys). Otherwise, my child really likes this game and it does well for being free!",Nightime is the right time to fight crime...,Verified Purchase,24 people found this helpful,,156,88,Public,1425860
"Hale, Elizabeth",/gp/profile/amzn1.account.AHCFOJTZQVVHUT42AIKG5OR52DEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 7, 2019",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews,3.0 out of 5 stars,There is a buy option right next to the freebee option and my daughter kept wanting to play that version instead- will be looking for another app.,The freebee is okay for a toddler,Verified Purchase,7 people found this helpful,,72,26,Public,5566260
Amazon Customer,/gp/profile/amzn1.account.AE24ZNWIDPCVB4RMRVQ644NSBLHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 27, 2016",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews,5.0 out of 5 stars,For my great nephew he lived it. He is gekko for Halloween,Five Stars,Verified Purchase,27 people found this helpful,,32,15,Public,18088046
Shannon,/gp/profile/amzn1.account.AHKY2WSKKSSM55IAJNWZ7PZBBX2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 5, 2018",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews,5.0 out of 5 stars,My kids likes it,Cute app,Verified Purchase,15 people found this helpful,,215,172,Public,83677418
morena,/gp/profile/amzn1.account.AEY4TEVXB4YA3FDKJMDSELZK6TOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 17, 2016",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews,5.0 out of 5 stars,My 5 yr old and 7 yr old love it!,Five Stars,Verified Purchase,18 people found this helpful,,45,5,Public,82739052
faryal,/gp/profile/amzn1.account.AESUDCUUWAECRQN5KYH466IFU7UQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 6, 2018",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews,5.0 out of 5 stars,Great fun for the nephews and nieces,Interactive!,Verified Purchase,32 people found this helpful,,83,60,Public,1609159
Rachel Hart,/gp/profile/amzn1.account.AGYTOUFDFMVHPTVMY76C6SBZQ7AA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 23, 2020",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews,4.0 out of 5 stars,"Good app for my 3 yr old twins, they love playing this game and it gives Mom a few minutes to herself to get things done!",Kids love!,Verified Purchase,13 people found this helpful,,14,6,Public,83229946
katie l,/gp/profile/amzn1.account.AHSW3EQ3MKG2YFVUG4L4JIKNOIBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 4, 2018",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews,5.0 out of 5 stars,Son lives it,Son loves it,Verified Purchase,36 people found this helpful,,68,14,Public,9682141
L. Ventrini,/gp/profile/amzn1.account.AGUY755VKFCAXJ7FI6T36ASPMZYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 16, 2020",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews,5.0 out of 5 stars,Great,Great,Verified Purchase,9 people found this helpful,,93,145,Public,83694140
